txn_id,type,amount_usd,amount_mxn,rate_applied,rate_reference,timestamp,status,counterparty,client_tier,client_id,break_flag,notes
TXN-9042,CORPORATE_CARD,3985.49,68510.57,17.19,17.19,2026-04-11T09:14:03,COMPLETED,Empresa XYZ,CORPORATE_T2,CLI-3370,DUPLICATE,Duplicate: same entity/amount/timestamp
TXN-4882,SWIFT_INTERNATIONAL,8318.71,142998.62,17.19,17.19,2026-04-11T11:00:00,DISPATCHED,Banco Santander MX,CORPORATE_T2,CLI-8144,,
TXN-4893,SWIFT_INTERNATIONAL,14648.57,251808.92,17.19,17.19,2026-04-10T23:00:00,DISPATCHED,Banorte,RETAIL,CLI-3417,,
TXN-4890,SWIFT_INTERNATIONAL,13518.16,232377.17,17.19,17.19,2026-04-11T05:00:00,DISPATCHED,Banco Santander MX,RETAIL,CLI-6085,,
TXN-4898,SWIFT_INTERNATIONAL,9108.07,156567.72,17.19,17.19,2026-04-10T12:00:00,DISPATCHED,BBVA Mexico,CORPORATE_T2,CLI-8777,,
TXN-4829,FX_TRANSFER,3696.7,63551.45,17.1914,17.19,2026-04-12T10:23:22,COMPLETED,BBVA Mexico,CORPORATE_T2,CLI-5374,,
TXN-4831,FX_TRANSFER,2379.13,40894.39,17.1888,17.19,2026-04-12T22:40:44,COMPLETED,HSBC Mexico,RETAIL,CLI-6313,,
TXN-4937,CORPORATE_CARD,4748.43,81625.51,17.19,17.19,2026-04-12T08:13:16,COMPLETED,Corporativo ABC,CORPORATE_T1,CLI-4929,,
TXN-4980,SAVINGS_ACCOUNT,0.56,9.56,0.085,0.085,2026-04-12T15:57:01,COMPLETED,Internal — Yield Engine,RETAIL,CLI-1753,,
TXN-4982,SAVINGS_ACCOUNT,0.27,4.7,0.085,0.085,2026-04-12T13:36:43,COMPLETED,Internal — Yield Engine,RETAIL,CLI-3950,,
TXN-4886,SWIFT_INTERNATIONAL,11533.84,198266.71,17.19,17.19,2026-04-11T11:00:00,DISPATCHED,Scotiabank MX,CORPORATE_T1,CLI-3851,,
TXN-4948,SAVINGS_ACCOUNT,0.86,14.77,0.085,0.085,2026-04-12T08:33:41,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8245,,
TXN-4932,CORPORATE_CARD,2955.51,50805.22,17.19,17.19,2026-04-12T12:28:21,COMPLETED,Grupo Delta,CORPORATE_T1,CLI-5136,,
TXN-4891,SWIFT_INTERNATIONAL,5268.17,90559.84,17.19,17.19,2026-04-11T11:00:00,COMPLETED,Banco Santander MX,RETAIL,CLI-5011,,
TXN-4851,FX_TRANSFER,10434.12,179315.57,17.1855,17.19,2026-04-12T14:41:06,COMPLETED,Banco Santander MX,CORPORATE_T1,CLI-6559,,
TXN-5013,SAVINGS_ACCOUNT,0.95,16.27,0.085,0.085,2026-04-12T07:43:23,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9920,,
TXN-4959,SAVINGS_ACCOUNT,0.81,13.9,0.085,0.085,2026-04-12T09:00:35,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7684,,
TXN-4931,CORPORATE_CARD,4876.62,83829.1,17.19,17.19,2026-04-12T13:44:08,COMPLETED,Servicios Globales,CORPORATE_T1,CLI-1200,,
TXN-4967,SAVINGS_ACCOUNT,0.96,16.43,0.085,0.085,2026-04-12T11:30:22,COMPLETED,Internal — Yield Engine,RETAIL,CLI-6446,,
TXN-4844,FX_TRANSFER,9307.1,159954.61,17.1863,17.19,2026-04-12T12:35:10,COMPLETED,Banamex,CORPORATE_T2,CLI-7932,,
TXN-5012,SAVINGS_ACCOUNT,0.17,2.86,0.085,0.085,2026-04-12T10:28:28,COMPLETED,Internal — Yield Engine,RETAIL,CLI-4868,,
TXN-4928,CORPORATE_CARD,1714.63,29474.49,17.19,17.19,2026-04-12T15:48:44,COMPLETED,Grupo Delta,CORPORATE_T1,CLI-4545,,
TXN-4921,CORPORATE_CARD,4431.83,76183.16,17.19,17.19,2026-04-12T08:29:36,COMPLETED,Distribuidora Norte,CORPORATE_T2,CLI-1470,,
TXN-4853,FX_TRANSFER,3703.27,63649.95,17.1875,17.19,2026-04-12T19:28:51,COMPLETED,Inbursa,CORPORATE_T2,CLI-2604,,
TXN-4997,SAVINGS_ACCOUNT,0.22,3.8,0.085,0.085,2026-04-12T09:47:26,COMPLETED,Internal — Yield Engine,RETAIL,CLI-3877,,
TXN-4925,CORPORATE_CARD,2351.24,40417.82,17.19,17.19,2026-04-12T01:18:14,COMPLETED,Distribuidora Norte,CORPORATE_T1,CLI-6016,,
TXN-4923,CORPORATE_CARD,1542.36,26513.17,17.19,17.19,2026-04-12T14:56:17,COMPLETED,Empresa XYZ,CORPORATE_T1,CLI-2402,,
TXN-4850,FX_TRANSFER,9786.22,168194.78,17.1869,17.19,2026-04-12T07:27:22,COMPLETED,Banorte,CORPORATE_T1,CLI-8651,,
TXN-4957,SAVINGS_ACCOUNT,0.26,4.46,0.085,0.085,2026-04-12T09:56:44,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8941,,
TXN-4835,FX_TRANSFER,3521.53,60537.92,17.1908,17.19,2026-04-12T18:25:23,COMPLETED,BBVA Mexico,RETAIL,CLI-9348,,
TXN-4940,CORPORATE_CARD,4634.77,79671.7,17.19,17.19,2026-04-12T16:40:37,COMPLETED,Holding Omega,CORPORATE_T2,CLI-2880,,
TXN-5005,SAVINGS_ACCOUNT,0.58,10.01,0.085,0.085,2026-04-12T14:35:20,COMPLETED,Internal — Yield Engine,RETAIL,CLI-4626,,
TXN-4981,SAVINGS_ACCOUNT,0.44,7.62,0.085,0.085,2026-04-12T06:22:23,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8056,,
TXN-4821,FX_TRANSFER,1081.65,18636.83,17.23,17.19,2026-04-12T09:08:50,COMPLETED,HSBC Mexico,RETAIL,CLI-2124,FX_RATE,Rate delta: 0.04
TXN-4830,FX_TRANSFER,8570.93,147349.71,17.1918,17.19,2026-04-12T06:40:10,COMPLETED,HSBC Mexico,CORPORATE_T2,CLI-5010,,
TXN-4918,CORPORATE_CARD,4811.78,82714.5,17.19,17.19,2026-04-12T14:53:29,COMPLETED,Grupo Delta,CORPORATE_T2,CLI-3885,,
TXN-4904,CORPORATE_CARD,4312.31,74128.61,17.19,17.19,2026-04-12T16:24:30,COMPLETED,Empresa XYZ,CORPORATE_T2,CLI-5892,,
TXN-4956,SAVINGS_ACCOUNT,0.73,12.52,0.085,0.085,2026-04-12T16:13:17,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9998,,
TXN-4865,FX_TRANSFER,8590.71,147683.75,17.1911,17.19,2026-04-12T22:41:33,COMPLETED,Banco Santander MX,CORPORATE_T2,CLI-5905,,
TXN-4867,FX_TRANSFER,3632.0,62437.71,17.191,17.19,2026-04-12T15:13:43,COMPLETED,Scotiabank MX,CORPORATE_T1,CLI-9280,,
TXN-4929,CORPORATE_CARD,3745.3,64381.71,17.19,17.19,2026-04-12T09:37:48,COMPLETED,Inmobiliaria Sur,CORPORATE_T1,CLI-4180,,
TXN-4885,SWIFT_INTERNATIONAL,10635.33,182821.32,17.19,17.19,2026-04-10T21:00:00,DISPATCHED,Banorte,CORPORATE_T2,CLI-5844,,
TXN-4906,CORPORATE_CARD,1510.09,25958.45,17.19,17.19,2026-04-12T12:24:21,COMPLETED,Distribuidora Norte,CORPORATE_T1,CLI-8657,,
TXN-4998,SAVINGS_ACCOUNT,0.33,5.6,0.085,0.085,2026-04-12T16:56:23,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9697,,
TXN-4855,FX_TRANSFER,5173.76,88935.9,17.1898,17.19,2026-04-12T17:57:03,COMPLETED,BBVA Mexico,CORPORATE_T1,CLI-1035,,
TXN-5519,SAVINGS_ACCOUNT,1.06,18.29,0.085,0.085,2026-04-12T13:51:11,COMPLETED,Internal — Yield Engine,RETAIL,CLI-2801,INTEREST_MISMATCH,"Expected 18.43 MXN, credited 18.29 MXN"
TXN-4899,SWIFT_INTERNATIONAL,9551.33,164187.36,17.19,17.19,2026-04-11T08:00:00,DISPATCHED,Inbursa,CORPORATE_T2,CLI-8939,,
TXN-4913,CORPORATE_CARD,2432.16,41808.83,17.19,17.19,2026-04-12T08:23:10,COMPLETED,Corporativo ABC,CORPORATE_T1,CLI-6096,,
TXN-4916,CORPORATE_CARD,4021.89,69136.29,17.19,17.19,2026-04-12T13:02:22,COMPLETED,Distribuidora Norte,CORPORATE_T2,CLI-2129,,
TXN-5003,SAVINGS_ACCOUNT,0.15,2.56,0.085,0.085,2026-04-12T13:29:23,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5295,,
TXN-4861,FX_TRANSFER,4138.25,71126.59,17.1876,17.19,2026-04-12T15:20:15,COMPLETED,Banamex,CORPORATE_T1,CLI-3144,,
TXN-4977,SAVINGS_ACCOUNT,0.5,8.52,0.085,0.085,2026-04-12T09:45:56,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8994,,
TXN-4952,SAVINGS_ACCOUNT,0.41,7.03,0.085,0.085,2026-04-12T19:52:48,COMPLETED,Internal — Yield Engine,RETAIL,CLI-1601,,
TXN-4994,SAVINGS_ACCOUNT,0.74,12.71,0.085,0.085,2026-04-12T14:43:48,COMPLETED,Internal — Yield Engine,RETAIL,CLI-3240,,
TXN-4961,SAVINGS_ACCOUNT,1.03,17.77,0.085,0.085,2026-04-12T14:09:31,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5781,,
TXN-4909,CORPORATE_CARD,1771.29,30448.48,17.19,17.19,2026-04-12T11:21:48,COMPLETED,Distribuidora Norte,CORPORATE_T2,CLI-7906,,
TXN-4912,CORPORATE_CARD,4228.3,72684.48,17.19,17.19,2026-04-12T14:15:08,COMPLETED,Servicios Globales,CORPORATE_T1,CLI-4571,,
TXN-4863,FX_TRANSFER,7643.33,131393.43,17.1906,17.19,2026-04-12T07:34:13,COMPLETED,HSBC Mexico,CORPORATE_T1,CLI-3170,,
TXN-4922,CORPORATE_CARD,2572.67,44224.2,17.19,17.19,2026-04-12T09:31:13,COMPLETED,Tech Solutions MX,CORPORATE_T2,CLI-6576,,
TXN-4854,FX_TRANSFER,1081.77,18601.04,17.195,17.19,2026-04-12T17:05:59,COMPLETED,Inbursa,RETAIL,CLI-3724,,
TXN-4942,CORPORATE_CARD,996.43,17128.63,17.19,17.19,2026-04-12T09:47:52,COMPLETED,Inmobiliaria Sur,CORPORATE_T2,CLI-3037,,
TXN-4845,FX_TRANSFER,11590.17,199284.86,17.1943,17.19,2026-04-12T16:44:12,COMPLETED,Scotiabank MX,CORPORATE_T1,CLI-7537,,
TXN-4996,SAVINGS_ACCOUNT,0.88,15.18,0.085,0.085,2026-04-12T05:23:46,COMPLETED,Internal — Yield Engine,RETAIL,CLI-3153,,
TXN-4962,SAVINGS_ACCOUNT,0.62,10.62,0.085,0.085,2026-04-12T09:53:30,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8736,,
TXN-4939,CORPORATE_CARD,356.67,6131.16,17.19,17.19,2026-04-12T09:18:44,COMPLETED,Servicios Globales,CORPORATE_T1,CLI-4824,,
TXN-4968,SAVINGS_ACCOUNT,0.66,11.33,0.085,0.085,2026-04-12T13:29:59,COMPLETED,Internal — Yield Engine,RETAIL,CLI-6272,,
TXN-4837,FX_TRANSFER,7358.7,126487.22,17.1888,17.19,2026-04-12T14:29:33,COMPLETED,Banamex,CORPORATE_T2,CLI-1188,,
TXN-4860,FX_TRANSFER,11328.36,194742.44,17.1907,17.19,2026-04-12T14:02:39,COMPLETED,Banco Santander MX,CORPORATE_T1,CLI-9565,,
TXN-4917,CORPORATE_CARD,2628.61,45185.81,17.19,17.19,2026-04-12T09:54:26,COMPLETED,Servicios Globales,CORPORATE_T1,CLI-8102,,
TXN-4954,SAVINGS_ACCOUNT,0.96,16.43,0.085,0.085,2026-04-12T17:00:42,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9889,,
TXN-4999,SAVINGS_ACCOUNT,0.61,10.51,0.085,0.085,2026-04-12T09:10:16,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8894,,
TXN-4975,SAVINGS_ACCOUNT,0.21,3.55,0.085,0.085,2026-04-12T16:16:21,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7512,,
TXN-4868,FX_TRANSFER,6118.12,105195.57,17.1941,17.19,2026-04-12T17:05:40,COMPLETED,Banorte,CORPORATE_T1,CLI-1722,,
TXN-4969,SAVINGS_ACCOUNT,0.96,16.5,0.085,0.085,2026-04-12T22:15:36,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7274,,
TXN-5010,SAVINGS_ACCOUNT,0.53,9.16,0.085,0.085,2026-04-12T15:09:56,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7797,,
TXN-4825,FX_TRANSFER,2976.11,51167.07,17.1926,17.19,2026-04-12T07:24:06,COMPLETED,Banamex,CORPORATE_T1,CLI-5333,,
TXN-5016,SAVINGS_ACCOUNT,0.22,3.82,0.085,0.085,2026-04-12T08:40:38,COMPLETED,Internal — Yield Engine,RETAIL,CLI-1349,,
TXN-4884,SWIFT_INTERNATIONAL,19028.62,327101.98,17.19,17.19,2026-04-11T02:00:00,DISPATCHED,Scotiabank MX,RETAIL,CLI-5920,,
TXN-4989,SAVINGS_ACCOUNT,0.94,16.24,0.085,0.085,2026-04-12T07:24:36,COMPLETED,Internal — Yield Engine,RETAIL,CLI-6881,,
TXN-4883,SWIFT_INTERNATIONAL,1032.13,17742.31,17.19,17.19,2026-04-10T13:00:00,COMPLETED,Banamex,CORPORATE_T1,CLI-2146,,
TXN-4824,FX_TRANSFER,9808.45,168559.19,17.1851,17.19,2026-04-12T16:44:27,COMPLETED,Banamex,CORPORATE_T1,CLI-3547,,
TXN-4992,SAVINGS_ACCOUNT,1.0,17.17,0.085,0.085,2026-04-12T15:53:57,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5689,,
TXN-4949,SAVINGS_ACCOUNT,1.0,17.26,0.085,0.085,2026-04-12T08:37:27,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9056,,
TXN-4874,SWIFT_INTERNATIONAL,17746.91,305069.38,17.19,17.19,2026-04-11T22:00:00,COMPLETED,Scotiabank MX,CORPORATE_T1,CLI-7745,,
TXN-4927,CORPORATE_CARD,1888.69,32466.58,17.19,17.19,2026-04-12T11:19:16,COMPLETED,Holding Omega,CORPORATE_T1,CLI-4155,,
TXN-4828,FX_TRANSFER,8104.53,139338.75,17.1927,17.19,2026-04-12T22:54:14,COMPLETED,Inbursa,RETAIL,CLI-7227,,
TXN-5000,SAVINGS_ACCOUNT,1.05,18.1,0.085,0.085,2026-04-12T09:55:21,COMPLETED,Internal — Yield Engine,RETAIL,CLI-2886,,
TXN-5014,SAVINGS_ACCOUNT,0.99,17.03,0.085,0.085,2026-04-12T14:03:25,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5520,,
TXN-4919,CORPORATE_CARD,3722.22,63984.96,17.19,17.19,2026-04-12T20:17:39,COMPLETED,Servicios Globales,CORPORATE_T2,CLI-8136,,
TXN-4938,CORPORATE_CARD,1034.31,17779.79,17.19,17.19,2026-04-12T06:00:26,COMPLETED,Servicios Globales,CORPORATE_T2,CLI-5771,,
TXN-4872,FX_TRANSFER,10837.63,186267.43,17.1871,17.19,2026-04-12T08:06:22,COMPLETED,Inbursa,CORPORATE_T2,CLI-7658,,
TXN-4995,SAVINGS_ACCOUNT,0.73,12.57,0.085,0.085,2026-04-12T18:41:02,COMPLETED,Internal — Yield Engine,RETAIL,CLI-6061,,
TXN-4988,SAVINGS_ACCOUNT,0.79,13.58,0.085,0.085,2026-04-12T11:19:12,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7302,,
TXN-4946,SAVINGS_ACCOUNT,1.05,18.01,0.085,0.085,2026-04-12T17:36:37,COMPLETED,Internal — Yield Engine,RETAIL,CLI-1339,,
TXN-4926,CORPORATE_CARD,3387.01,58222.7,17.19,17.19,2026-04-12T10:35:33,COMPLETED,Tech Solutions MX,CORPORATE_T2,CLI-6419,,
TXN-4864,FX_TRANSFER,11232.48,193129.01,17.1938,17.19,2026-04-12T18:23:18,COMPLETED,BBVA Mexico,CORPORATE_T1,CLI-9900,,
TXN-4832,FX_TRANSFER,10192.8,175242.77,17.1928,17.19,2026-04-12T08:02:51,COMPLETED,Banamex,CORPORATE_T1,CLI-5386,,
TXN-4894,SWIFT_INTERNATIONAL,13465.1,231465.07,17.19,17.19,2026-04-11T23:00:00,COMPLETED,Inbursa,CORPORATE_T1,CLI-4585,,
TXN-4986,SAVINGS_ACCOUNT,0.99,17.02,0.085,0.085,2026-04-12T15:10:04,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8237,,
TXN-4963,SAVINGS_ACCOUNT,0.37,6.3,0.085,0.085,2026-04-12T13:24:12,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9327,,
TXN-4892,SWIFT_INTERNATIONAL,19694.78,338553.27,17.19,17.19,2026-04-11T19:00:00,DISPATCHED,Banorte,CORPORATE_T2,CLI-4185,,
TXN-4915,CORPORATE_CARD,564.78,9708.57,17.19,17.19,2026-04-12T15:40:15,COMPLETED,Corporativo ABC,CORPORATE_T2,CLI-2983,,
TXN-4905,CORPORATE_CARD,3816.68,65608.73,17.19,17.19,2026-04-12T17:53:26,COMPLETED,Holding Omega,CORPORATE_T2,CLI-4595,,
TXN-4896,SWIFT_INTERNATIONAL,18431.93,316844.88,17.19,17.19,2026-04-11T16:00:00,DISPATCHED,BBVA Mexico,CORPORATE_T1,CLI-9702,,
TXN-4943,SAVINGS_ACCOUNT,0.58,9.97,0.085,0.085,2026-04-12T09:25:17,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9199,,
TXN-4958,SAVINGS_ACCOUNT,0.25,4.31,0.085,0.085,2026-04-12T21:38:51,COMPLETED,Internal — Yield Engine,RETAIL,CLI-4920,,
TXN-5002,SAVINGS_ACCOUNT,1.05,18.1,0.085,0.085,2026-04-12T16:23:05,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7464,,
TXN-4900,SWIFT_INTERNATIONAL,12908.22,221892.3,17.19,17.19,2026-04-11T06:00:00,DISPATCHED,Banco Santander MX,CORPORATE_T2,CLI-5681,,
TXN-4983,SAVINGS_ACCOUNT,0.3,5.1,0.085,0.085,2026-04-12T06:55:24,COMPLETED,Internal — Yield Engine,RETAIL,CLI-4945,,
TXN-4849,FX_TRANSFER,2963.72,50935.38,17.1863,17.19,2026-04-12T19:36:36,COMPLETED,Banorte,RETAIL,CLI-8749,,
TXN-4987,SAVINGS_ACCOUNT,1.03,17.74,0.085,0.085,2026-04-12T22:19:40,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7951,,
TXN-4871,FX_TRANSFER,10097.84,173589.95,17.1908,17.19,2026-04-12T07:08:02,COMPLETED,Banamex,CORPORATE_T1,CLI-1653,,
TXN-4876,SWIFT_INTERNATIONAL,8268.29,142131.91,17.19,17.19,2026-04-11T21:00:00,DISPATCHED,BBVA Mexico,RETAIL,CLI-8541,,
TXN-4877,SWIFT_INTERNATIONAL,7643.51,131391.94,17.19,17.19,2026-04-11T09:00:00,COMPLETED,Banco Santander MX,CORPORATE_T2,CLI-4164,,
TXN-4960,SAVINGS_ACCOUNT,0.22,3.85,0.085,0.085,2026-04-12T23:58:07,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8560,,
TXN-4856,FX_TRANSFER,11831.05,203348.54,17.1877,17.19,2026-04-12T16:29:18,COMPLETED,Banorte,CORPORATE_T2,CLI-8973,,
TXN-4930,CORPORATE_CARD,1621.98,27881.84,17.19,17.19,2026-04-12T10:19:00,COMPLETED,Grupo Delta,CORPORATE_T2,CLI-1745,,
TXN-4911,CORPORATE_CARD,3320.69,57082.66,17.19,17.19,2026-04-12T16:41:02,COMPLETED,Empresa XYZ,CORPORATE_T1,CLI-4266,,
TXN-4895,SWIFT_INTERNATIONAL,4341.85,74636.4,17.19,17.19,2026-04-10T14:00:00,DISPATCHED,Banco Santander MX,CORPORATE_T2,CLI-5082,,
TXN-4838,FX_TRANSFER,8323.26,143044.38,17.1861,17.19,2026-04-12T18:48:17,COMPLETED,Inbursa,CORPORATE_T2,CLI-6573,,
TXN-4984,SAVINGS_ACCOUNT,0.61,10.44,0.085,0.085,2026-04-12T14:14:29,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5161,,
TXN-4966,SAVINGS_ACCOUNT,0.4,6.94,0.085,0.085,2026-04-12T09:37:37,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9022,,
TXN-4935,CORPORATE_CARD,768.57,13211.72,17.19,17.19,2026-04-12T16:38:38,COMPLETED,Holding Omega,CORPORATE_T2,CLI-8381,,
TXN-5004,SAVINGS_ACCOUNT,0.69,11.86,0.085,0.085,2026-04-12T16:23:06,COMPLETED,Internal — Yield Engine,RETAIL,CLI-4830,,
TXN-4985,SAVINGS_ACCOUNT,0.57,9.82,0.085,0.085,2026-04-12T15:57:51,COMPLETED,Internal — Yield Engine,RETAIL,CLI-8622,,
TXN-4897,SWIFT_INTERNATIONAL,19769.96,339845.61,17.19,17.19,2026-04-11T03:00:00,DISPATCHED,HSBC Mexico,CORPORATE_T2,CLI-9270,,
TXN-4973,SAVINGS_ACCOUNT,0.96,16.51,0.085,0.085,2026-04-12T17:28:06,COMPLETED,Internal — Yield Engine,RETAIL,CLI-9617,,
TXN-9903,FX_TRANSFER,1472.53,25312.79,17.19,17.19,2026-04-12T17:21:00,COMPLETED,Banco Santander MX,CORPORATE_T2,CLI-9662,,
TXN-5001,SAVINGS_ACCOUNT,0.58,9.96,0.085,0.085,2026-04-12T06:48:14,COMPLETED,Internal — Yield Engine,RETAIL,CLI-7511,,
TXN-4910,CORPORATE_CARD,1410.9,24253.37,17.19,17.19,2026-04-12T06:01:47,COMPLETED,Empresa XYZ,CORPORATE_T2,CLI-4673,,
TXN-4972,SAVINGS_ACCOUNT,0.61,10.4,0.085,0.085,2026-04-12T05:32:37,COMPLETED,Internal — Yield Engine,RETAIL,CLI-6439,,
TXN-4880,SWIFT_INTERNATIONAL,4392.79,75512.06,17.19,17.19,2026-04-11T07:00:00,COMPLETED,Banco Santander MX,CORPORATE_T2,CLI-8119,,
TXN-4862,FX_TRANSFER,8224.44,141361.67,17.188,17.19,2026-04-12T09:48:59,COMPLETED,Banco Santander MX,RETAIL,CLI-8508,,
TXN-4822,FX_TRANSFER,1499.8,25780.36,17.1892,17.19,2026-04-12T04:13:14,COMPLETED,HSBC Mexico,CORPORATE_T2,CLI-1434,,
TXN-4827,FX_TRANSFER,10038.15,172567.84,17.1912,17.19,2026-04-12T17:36:12,COMPLETED,Scotiabank MX,RETAIL,CLI-1750,,
TXN-4907,CORPORATE_CARD,4613.8,79311.22,17.19,17.19,2026-04-12T22:34:01,COMPLETED,Distribuidora Norte,CORPORATE_T1,CLI-2375,,
TXN-4878,SWIFT_INTERNATIONAL,8570.85,147332.91,17.19,17.19,2026-04-11T06:00:00,COMPLETED,Inbursa,CORPORATE_T1,CLI-6753,,
TXN-4979,SAVINGS_ACCOUNT,1.08,18.59,0.085,0.085,2026-04-12T15:27:06,COMPLETED,Internal — Yield Engine,RETAIL,CLI-2646,,
TXN-7203,SWIFT_INTERNATIONAL,16766.54,288216.82,17.19,17.19,2026-04-09T05:00:00,PENDING,BBVA Mexico,CORPORATE_T2,CLI-4538,MISSING_COUNTERPARTY,No confirmation after 67h
TXN-4881,SWIFT_INTERNATIONAL,7568.06,130094.95,17.19,17.19,2026-04-11T03:00:00,DISPATCHED,HSBC Mexico,CORPORATE_T2,CLI-2894,,
TXN-5007,SAVINGS_ACCOUNT,0.75,12.91,0.085,0.085,2026-04-12T07:02:02,COMPLETED,Internal — Yield Engine,RETAIL,CLI-5986,,
TXN-4889,SWIFT_INTERNATIONAL,13836.92,237856.65,17.19,17.19,2026-04-10T15:00:00,DISPATCHED,Inbursa,CORPORATE_T2,CLI-3780,,
TXN-9901,CORPORATE_CARD,6151.06,105736.72,17.19,17.19,2026-04-12T14:33:00,COMPLETED,HSBC Mexico,RETAIL,CLI-9016,,
TXN-4971,SAVINGS_ACCOUNT,0.8,13.82,0.085,0.085,2026-04-12T16:24:42,COMPLETED,Internal — Yield Engine,RETAIL,CLI-3492,,
TXN-4888,SWIFT_INTERNATIONAL,6451.36,110898.88,17.19,17.19,2026-04-10T20:00:00,DISPATCHED,Banorte,CORPORATE_T1,CLI-8244,,
TXN-4924,CORPORATE_CARD,1358.51,23352.79,17.19,17.19,2026-04-12T10:35:48,COMPLETED,Holding Omega,CORPORATE_T2,CLI-9041,,
